"Policy Effective Date","Submission Name","Submission Type","Production Office","Placing Broker","Line of Business","Client Name","Industry","Employees","Annual Revenue Currency","Annual Revenue","Stage","Lost/NTU Reason","Declined Reason","Production Region","Profit Center","100 Percent Policy Booked Premium Currency","100 Percent Policy Booked Premium","Assigned Underwriter","Effective Month","Last Modified Alias"
"11/6/2018","SD-PRO-ATL-18-1588869","Renewal","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Miscellaneous","Meriwether Companies","Consulting","0","USD","0.00","Bound","","","North America","Professional Liability - 20260","USD","13905.00","David Yost","Nov","iadmi"
"11/16/2018","SD-PRO-ATL-18-1597699","Renewal","Atlanta","Risk Placement Services, Inc.","Miscellaneous","Altisource Portfolio Solutions S.A.","Other","309","USD","31273938.00","Bound","","","North America","Professional Liability - 20260","USD","474750.00","David Yost","Nov","iadmi"
"11/15/2018","SD-PRX-ATL-18-1596875","Renewal","Atlanta","CRC Insurance Services, Inc.","Cyber Liability","Bancorpsouth, Inc.","Banking","3998","USD","762209000.00","Bound","","","North America","Professional Liability - 20260","USD","55824.00","David Yost","Nov","iadmi"
"11/1/2018","SD-PRO-ATL-18-1645114","New","Atlanta","Ironwood Insurance Services","Cyber Liability","Southco Industries, Inc.","Manufacturing","130","USD","40531751.00","Bound","","","North America","Professional Liability - 20260","USD","6262.00","David Yost","Nov","iadmi"
"11/1/2018","SD-PRO-ATL-18-1638979","New","Atlanta","Risk Placement Services","Miscellaneous","Realvest Equity Partners LLC","Other","31","USD","4004077.00","Declined","","Unable to Match Competitors","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/15/2018","SD-PRO-ATL-18-1622585","New","Atlanta","Risk Placement Services","Deductible","Master Consulting Engineers, Inc.","Engineering","17","USD","2184340.00","Declined","","Unable to Match Competitors","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/6/2018","SD-PRO-ATL-18-1641349","New","Charlotte","CRC ProExec","Miscellaneous","Big Apple Tire, Inc.","Retail","2","USD","160456.00","Declined","","Out of Appetite","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/18/2018","SD-PRO-ATL-18-1634026","New","Charlotte","CRC ProExec","Deductible","Engineering Professionals,Inc","Engineering","10","USD","1351552.00","Declined","","Unable to Match Competitors","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/24/2018","SD-PRO-ATL-18-1647436","New","Atlanta","CRC Insurance Services Inc","Cyber Liability","University of West Alabama","Education","250","USD","38871914.00","Declined","","No Broker Response","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/1/2018","SD-PRO-ATL-18-1602942","New","Atlanta","Capitol Special Risks, A Division Of SPG, LLC","Miscellaneous","The Bureaus, Inc.","Finance","125","USD","9870565.00","Declined","","No Broker Response","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/13/2018","SD-PRO-ATL-18-1642300","New","Atlanta","SCU","Deductible","Brindley Pieters & Associates Inc","Engineering","45","USD","6635398.00","Declined","","No Broker Response","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/1/2018","SD-PRO-ATL-18-1622354","New","Atlanta","CRC Insurance Services Inc","Deductible","Design Nine, Inc.","Engineering","28","USD","3441283.00","Lost/NTU","Lost/NTU","","North America","Professional Liability - 20260","USD","54279.00","David Yost","Nov","sbatc"
"11/1/2018","SD-PRO-ATL-18-1629365","New","Atlanta","CRC Insurance Services Inc","Deductible","Alderson Engineering Inc.","Engineering","5","USD","713954.00","Declined","","Unable to Match Competitors","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/1/2018","SD-PRO-ATL-18-1648239","New","Atlanta","CRC Insurance Services Inc","Deductible","Jones & Carter, Inc.","Engineering","511","USD","91219934.00","Declined","","Unable to Match Competitors","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/9/2018","SD-PRO-ATL-18-1655995","New","Atlanta","CRC Insurance Services Inc","Deductible","Huval & Associates, Inc.","Engineering","30","USD","1000000.00","Declined","","Unable to Match Competitors","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/9/2018","SD-PRX-ATL-18-1655996","New","Atlanta","CRC Insurance Services Inc","Deductible","Huval & Associates, Inc.","Engineering","30","USD","1000000.00","Lost/NTU","Lost/NTU","","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/16/2018","SD-PRO-ATL-18-1577681","New","Atlanta","CRC Insurance Services Inc","Deductible","NTB Associates, Inc.","Engineering","0","USD","0.00","Declined","","No Broker Response","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/1/2018","SD-PRX-ATL-18-1633529","New","Atlanta","Beecher Carlson Insurance Services LLC","Cyber Blend","GIACT Systems, LLC","Technology","15","USD","2163646.00","Declined","","Below Minimum Premium","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/1/2018","SD-PRO-ATL-18-1629342","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Deductible","Rancho Los Amigos South Campus PM/CM Support Services","","0","USD","","Lost/NTU","Lost/NTU","","North America","Professional Liability - 20260","USD","230000.00","David Yost","Nov","sbatc"
"11/1/2018","SD-PRO-ATL-18-1639065","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Miscellaneous","WRH Income Properties Inc.","Other","75","USD","5024853.00","Lost/NTU","Lost/NTU","","North America","Professional Liability - 20260","USD","20150.00","David Yost","Nov","sbatc"
"11/1/2018","SD-PRO-ATL-18-1644495","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Deductible","Landauer Medical Physics (LMP)","","0","USD","1494000.00","Declined","","Out of Appetite","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/4/2018","SD-PRO-ATL-18-1633508","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Deductible","Ortiz Engineered Products, Div. of Insteel Wire Products Company","Retail","7","USD","880000.00","Declined","","Below Minimum Premium","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/9/2018","SD-PRO-ATL-18-1624805","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Cyber Liability","CSHC Investment Holdings, LLC","","0","USD","482000000.00","Declined","","No Broker Response","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/9/2018","SD-PRO-ATL-18-1636045","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Miscellaneous","Mission Rock Residential, LLC","Other","140","USD","15079853.00","Declined","","Unable to Match Competitors","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/10/2018","SD-PRO-ATL-18-1657986","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Miscellaneous","HD Supply Holdings, Inc","Retail","15000","USD","5121000000.00","Declined","","Below Minimum Premium","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/11/2018","SD-PRO-ATL-18-1602233","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Deductible","CAM Integrated Solutions, LLC","Engineering","2","USD","784216.00","Declined","","Unable to Match Competitors","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/12/2018","SD-PRO-ATL-18-1618859","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Deductible","Savanna Project Management LLC","Consulting","2","USD","110000.00","Declined","","Below Minimum Premium","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/12/2018","SD-PRX-ATL-18-1638988","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Deductible","VT Halter Marine, Inc.","Manufacturing","2000","USD","445524524.00","Declined","","Out of Appetite","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/29/2018","SD-PRO-ATL-18-1649987","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Miscellaneous","Strive Management LLC","","0","USD","2000000.00","Declined","","Out of Appetite","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/29/2018","SD-PRO-ATL-18-1650056","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Deductible","Highland Development Services, Inc.","","0","USD","444000.00","Declined","","Below Minimum Premium","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/4/2018","SD-PRO-ATL-18-1633466","New","Nashville","AmWINS Brokerage of Tennessee","Deductible","Calsonic Kansei North America","Machinery","0","USD","0.00","Declined","","Reservation Conflict","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/15/2018","SD-PRO-ATL-18-1636265","New","Atlanta","CRC Insurance Services Inc","Miscellaneous","Arlington Properties, Inc.","Other","114","USD","15684671.00","Declined","","Out of Appetite","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/12/2018","SD-PRX-ATL-18-1633490","New","Atlanta","McGriff, Seibels & Williams, Inc","Cyber Liability","Rockbridge Holdings LLC","Finance","2","USD","88138.00","Lost/NTU","Client/Agent Request","","North America","Professional Liability - 20260","USD","50000.00","David Yost","Nov","sbatc"
"11/20/2018","SD-PRX-ATL-18-1659669","New","Atlanta","McGriff, Seibels & Williams, Inc","Cyber Liability","DOLLAR GENERAL CORPORATION","Retail","129000","USD","23470967000.00","Declined","","Insufficient Information","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/19/2018","SD-PRO-ATL-18-1618771","New","Atlanta","All-South Professional Liability Inc","Deductible","Scott Mitchell Studio, Inc.","Engineering","7","USD","607640.00","Declined","","Loss History","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/6/2018","SD-PRX-ATL-18-1655469","New","Atlanta","Risk Placement Services, Inc.","Cyber Liability","CREDIT CONTROL, LLC","Finance","314","USD","29251299.00","Declined","","Below Minimum Premium","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/17/2018","SD-PRO-ATL-18-1662625","New","Atlanta","Risk Placement Services, Inc.","Cyber Blend","United Audit Systems Inc.","Consulting","206","USD","27162656.00","Declined","","Incomplete Submission","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/24/2018","SD-PRO-ATL-18-1647407","New","Atlanta","Risk Placement Services, Inc.","Miscellaneous","Silverwest Hotels, LLC","Hospitality","1","USD","224153.00","Lost/NTU","Lost/NTU","","North America","Professional Liability - 20260","USD","10000.00","David Yost","Nov","sbatc"
"11/1/2018","SD-PRO-ATL-18-1588886","New","Atlanta","CRC Insurance Services, Inc.","Cyber Liability","Alabama State University","Education","0","USD","0.00","Declined","","No Broker Response","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/1/2018","SD-PRO-ATL-18-1633500","New","Atlanta","CRC Insurance Services, Inc.","Cyber Liability","Joe Piper, Inc.","Retail","80","USD","76887576.00","Lost/NTU","Lost/NTU","","North America","Professional Liability - 20260","USD","8950.00","David Yost","Nov","sbatc"
"11/1/2018","SD-PRX-ATL-18-1635481","New","Atlanta","Agency Marketing Services","Lawyers","Rasmussen Dickey Moore, LLC","Other","60","USD","1000000.00","Declined","","Below Minimum Premium","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/1/2018","SD-PRO-ATL-18-1602987","New","Atlanta","CAPITOL SPECIAL RISKS INC","Miscellaneous","National Collection Systems, Inc.","Finance","52","USD","5181641.00","Declined","","No Broker Response","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/1/2018","SD-PRO-ATL-18-1615921","New","Atlanta","CAPITOL SPECIAL RISKS INC","Miscellaneous","KBR Inc.","Finance","66","USD","6675786.00","Declined","","No Broker Response","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/16/2018","SD-PRO-ATL-18-1654258","New","Atlanta","Peachtree Special Risk","Deductible","RGD & Associates Inc","Engineering","11","USD","2155843.00","Declined","","Unable to Match Competitors","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/26/2018","SD-PRO-ATL-18-1658939","New","Atlanta","Peachtree Special Risk","Deductible","Marchetto Higgins Stieve","Engineering","6","USD","844226.00","Declined","","Unable to Match Competitors","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/1/2018","SD-PRO-ATL-18-1603841","New","Atlanta","Ironwood Insurance Services","Cyber Liability","Southco Industries, Inc.","Manufacturing","130","USD","40531751.00","Void","","","North America","Professional Liability - 20260","USD","6958.00","David Yost","Nov","sbatc"
"11/1/2018","SD-PRO-ATL-18-1605315","New","Atlanta","R-T SPECIALTY, LLC","Deductible","Popli, Architecture + Engineering & L.S, D.P.C.","Other","140","USD","16455218.00","Declined","","Unable to Match Competitors","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/12/2018","SD-PRO-ATL-18-1595842","New","Atlanta","Socius Insurance Services, Inc.","Deductible","FSMY Architects & Planners, Inc.","Engineering","25","USD","3737130.00","Declined","","Unable to Match Competitors","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/1/2018","SD-PRO-ATL-18-1649942","New","Atlanta","AmWINS Brokerage of Georgia - Atlanta, GA","Miscellaneous","SMG","Consulting","0","USD","0.00","Declined","","Below Minimum Premium","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/5/2018","SD-PRO-ATL-18-1634225","New","Atlanta","Willis of Alabama, Inc.","Cyber Liability","Aligned Equity Partners, LLC","Finance","36","USD","8374088.00","Lost/NTU","Price","","North America","Professional Liability - 20260","USD","15675.00","David Yost","Nov","sbatc"
"11/4/2018","SD-PRO-ATL-18-1614941","New","Atlanta","CRC Insurance Services Inc","Deductible","McVeigh & Mangum Engineering Inc.","Engineering","35","USD","7525778.00","Declined","","No Broker Response","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/1/2018","SD-PRO-ATL-18-1632568","New","Nashville","RLA INS INTERMEDIARIES LLC","Cyber Liability","Rawhide, Inc.","Other","130","USD","12531826.00","Lost/NTU","Lost/NTU","","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/30/2018","SD-PRO-ATL-18-1665669","New","Nashville","RLA INS INTERMEDIARIES LLC","Cyber Blend","cPayPlus LLC","","0","USD","","Declined","","Out of Appetite","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/4/2018","SD-PRO-ATL-18-1633588","New","Charlotte","CRC Insurance Services Inc","Miscellaneous","Davinci Aerospace LLC","Manufacturing","2","USD","100037.00","Declined","","Below Minimum Premium","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
"11/15/2018","SD-PRO-ATL-18-1648238","New","Charlotte","CRC Insurance Services Inc","Miscellaneous","National Board for Certified Counselors, Inc.","Not For Profit","110","USD","14505549.00","Declined","","No Broker Response","North America","Professional Liability - 20260","USD","0.00","David Yost","Nov","sbatc"
